[train]
7JYX_3 1O65_1 6KYF_1 5HKO_1 5L8V_1 3TZT_1 4OZ7_1 5YIP_2 4ES7_1 1TA9_1 
3UIZ_1 1QQH_1 3G85_1 2C5D_1 3AKI_1 1CT5_1 3EJ7_2 1E4V_1 6A9W_1 4X2H_2 
7LA8_1 2JKG_1 7F8G_1 1XYW_1 3TL0_2 4KTZ_1 4ZOU_1 4XUN_1 4O1J_1 4BJ5_2 
3ZTW_1 2F49_2 1XYG_1 2W4E_1 6EJQ_1 3SRJ_2 3GN5_1 5PY2_1 3GHB_3 3J82_1 
6KXF_3 6OI4_3 4JDD_2 4NMN_1 4CG4_1 1U5G_1 6KAC_13 2ZIF_1 6S7V_1 4AUD_1 
5Y3S_1 3LGE_2 5AA5_1 1KLX_1 4TZL_1 7DG5_2 1RXZ_2 5XYF_1 4HBE_1 2IF6_1 
5SVE_2 1M9S_1 2DSR_2 3EEI_1 3AY5_1 6A2B_2 7LC3_2 6J4J_1 7C7Z_1 5ODT_2 
3SEE_1 6N2O_2 4MF5_1 6C6N_1 4JD0_1 5PPT_1 6O6J_1 1O1Y_1 2HZE_1 1R5A_1 
5AD0_3 3J9B_1 4QAQ_1 5WAI_3 7DMF_1 4YZW_1 5IZ1_1 4LRZ_1 2JAN_1 4W9S_1 
4MQ3_1 4PL6_1 5DOR_1 2CZC_1 5IS8_1 6JQ8_1 3FHV_1 1UXO_1 2BOY_1 5AJ8_1 
2EQ5_1 2J11_1 5F8E_1 5X42_2 3FNC_1 4WRR_1 3KO8_1 7CEC_3 4H0P_1 1TAU_3 
4B6M_1 7NZH_3 4GBM_1 1M32_1 3P5B_3 4QBN_1 2YPD_1 5GTJ_1 6GNY_2 1PV0_1 
4PQJ_1 4LF3_3 3DLQ_1 1Z8K_1 5N6M_1 2KZT_1 2AJA_1 2IXR_1 3M7N_3 6R2I_2 
4Z2V_2 3RRB_1 4HYB_2 1R7O_1 4WVJ_2 2O55_1 2EBY_1 2QV7_1 5D1Z_5 5ZNR_2 
5NT1_1 6BXG_1 5FCE_1 3EA0_1 4F1R_1 3FL2_1 6Z10_1 3TJ0_1 5FU7_3 3G9Q_1 
3KXR_1 4ZLC_1 6T3J_5 5AFF_1 6XP6_5 1X19_1 6U08_1 6Z4X_3 5N5B_1 4H5Y_1 
2G9B_1 4O5A_1 1UN8_1 4XA8_1 4HW6_1 3K6G_1 2SAS_1 2QYU_1 5YRT_2 6LPN_1 
3BKW_1 3MSR_1 5J1N_1 6L35_17 3AI5_1 4BQ6_3 5WDE_1 4DAM_1 7NE0_1 2Y1H_1 
4IPA_1 5ECU_1 3EQN_1 2ZO0_1 4Q7G_1 2LPF_1 6CXB_1 1XQ4_1 2BMM_1 2QEC_1 
4C2C_1 7EBT_1 3ZQ5_1 5DOL_1 5U1T_2 4PUV_1 7JSO_1 2Q6W_3 3CFI_1 3TU7_3 
6WG4_1 4K90_1 3MNF_1 1W70_2 4C5F_1 3CL3_1 4MO9_1 7KGC_1 4XZ5_1 5HB3_2 
6M2D_1 6A6O_1 5NO5_1 4KVO_1 7VLJ_1 3K1H_1 4QI3_1 3NTH_1 5JNE_1 6RR0_2 
6OHC_1 6W3G_1 7K28_2 1XKJ_1 5H6I_1 6QII_2 3LFK_1 5Z1O_1 4JMH_1 5E12_1 
2IAG_1 1N2M_1 3K67_1 6O28_3 7EAA_1 1YUC_2 4P7T_1 3KMG_2 6VCI_1 3A8U_1 
7C3F_2 6ZYV_1 3BQD_2 2GD5_1 3JZS_2 7ED2_1 2W9Y_1 1FNH_1 4H62_2 3H3L_1 
4FP9_2 1Y89_1 6E2P_2 6JPI_1 6EKE_1 5GVE_1 1Q77_1 6TL4_1 2XIG_1 5XZQ_1 
4Q9U_3 5C5Z_1 4ZFN_1 4ALZ_1 1ATG_1 1UED_1 6EBN_1 6YGJ_2 5HBL_1 6HXT_1 
1S2X_1 5EKQ_4 1JIZ_1 2Y38_1 5T0N_1 6RYK_1 6XEO_1 4QKQ_1 5D60_1 6RRC_2 
4TXA_1 1HX3_1 4OHV_1 4IEG_1 5F7P_1 4OZR_1 7D2N_2 3TYS_1 4G9J_2 3DH4_1 
6CEQ_1 5ZWU_1 6D5A_1 7O6G_2 6E8A_1 5NHT_3 4WXA_2 4YWK_1 7MPH_1 6JYG_1 
1YA5_2 2BKN_1 5JW7_1 6D3V_1 3S83_1 6U7I_1 6VO5_1 2GQ1_1 1VL4_1 5WY2_2 
1V2A_1 1AMF_1 7SP5_1 5BZA_1 2QQ8_1 6MKG_1 5XPW_1 4JHK_1 4GBS_1 6ORT_1 
2D73_1 6TKY_3 1G4F_1 4QRH_1 2L75_2 4ZN6_1 3TWR_2 6HSW_1 6OZD_1 2NNN_1 
2V9K_1 7PUL_1 3GHD_1 2A67_1 2MDK_1 7B5U_1 4P98_1 4G6X_1 2OKU_1 3NAF_1 
4BJS_2 2F1S_1 5HAD_1 6ZN3_2 6Z45_1 5DOM_1 5ZNX_1 3GE2_1 3M84_1 6CCZ_1 
3BZR_1 6PIT_3 3HDP_1 5T6X_3 3NFL_2 3KP8_1 4D4Z_1 5CM5_1 4FWW_1 2HI2_1 
1GGM_1 5J19_2 7BWK_3 2HLR_1 5XYN_3 6R99_1 4FE4_1 3U3K_1 3G3N_1 7ANQ_1 
4I0W_2 6D7Y_2 4G5H_1 7NS8_1 4AF3_2 5N40_1 1CMK_2 2FR6_1 1LD8_1 6DJK_1 
1X37_1 5Z5S_2 4XFK_1 4ETY_1 7JZK_2 3FCD_1 2XCM_3 5U7P_1 6WUD_2 3ZEF_2 
3OQQ_1 6XB9_1 1SXV_1 5C8D_1 2Y2F_1 2R79_1 4Z80_1 5APR_1 5CYW_1 4JE0_1 
5HXD_1 1IB0_1 2BHM_1 3GE5_1 3WKZ_1 3ZFW_2 2XED_1 7KW3_1 1O5I_1 1I7F_1 
3GN6_1 6AQR_3 4Y9J_1 6I5R_1 3I2E_1 5LSW_1 6VHO_1 6S3A_1 3RO2_2 4BH8_3 
2MF7_1 2ED6_1 1D9U_1 4M6B_2 3H8G_1 5M7N_1 2QS9_1 3NVQ_1 1ZPU_1 6O6B_1 
6JH5_1 7NKS_1 3MYU_1 6TWN_2 7DXN_1 5VAE_1 6IBH_1 4CHJ_1 3O6D_1 3E7L_1 
2DKC_1 3R7G_2 6IEO_1 4V2I_1 6WLF_1 4RQN_1 2JLH_1 3N75_1 5IQS_1 6T8Y_1 
2Z4I_1 7D1L_2 3GYD_1 2BMB_1 6O3A_3 3U3X_1 1YM0_1 6XVU_1 1SED_1 4KT5_2 
2JPU_1 7EDR_2 3GM5_1 3FOC_1 3IFV_1 1Y9T_1 4BL0_3 3T2L_1 6RWC_1 5FRP_1 
2Q0X_1 3H9X_1 2LOJ_1 5VM9_1 1P6F_1 1WDG_1 4Q2S_1 6KD0_1 4D8T_1 3UIT_1 
1JPW_2 2QYM_1 5UNJ_2 5FCM_1 2YMS_2 6M7C_1 3HZ6_1 7T93_1 4ISY_1 4HU4_1 
3RPW_1 3Q1C_1 4Q2G_1 5D43_1 7AM0_1 5IXI_1 5C8J_3 3VMN_1 3O9Z_1 3R0N_1 
3FA4_1 2VVX_1 6FKX_1 1IXS_1 3ML4_1 5TFP_1 5K6W_1 3K9J_1 2V36_2 2PVQ_1 
6WRV_2 3NRV_1 3BVQ_1 5ZB3_1 3MWC_1 7PC8_2 4MEW_1 4F7Z_1 4F55_1 5M33_1 
4X28_1 2Q0N_2 7SJY_1 7KK7_1 4J51_1 3DXO_1 3GCN_1 5TSC_1 1AW8_1 7OB7_1 
1SQH_1 3U1X_1 4GX8_1 6N87_2 1S78_1 2I6V_1 5D28_1 2ODK_1 6NDL_1 4DXW_1 
2Y1R_2 1PP4_1 3ZMQ_2 2C82_1 3TC2_1 2PK0_1 3HAX_2 2WFU_1 3KHT_1 1C5M_2 
7AYP_1 6BNT_2 1WKU_1 4HHV_1 3TXV_1 4IC4_1 4R30_1 3T6G_1 5H72_1 7JTJ_1 
3NKU_1 1X6I_1 6VBK_1 2WQD_1 1XVS_1 3GOC_1 7M5U_1 4JG9_1 3ILH_1 4RP5_1 
4CGC_1 7QFZ_1 1QAB_2 6OBT_1 5MSU_1 4RT5_1 4YDD_1 4ZTD_2 3QYQ_1 1SGW_1 
6NLY_1 5UKB_2 3EH2_1 6ULY_1 5CQS_1 5JAB_1 6RTE_1 4FNA_1 3AQO_1 6EDV_1 
3L0O_1 5TD7_1 4C99_2 3DOB_1 5I8L_1 7A0V_1 6AHR_11 4GER_1 7CFC_1 3AMJ_2 
4GYX_1 6EPC_18 4V0K_1 6TBY_1 7K84_1 3QSL_1 7Q5W_2 6WLG_1 4PBQ_1 7RM0_3 
6WGD_1 2R5U_1 5JIE_1 3NIQ_1 1VR4_1 1VP8_1 2F9F_1 5T8V_1 1UXQ_1 4D5M_1 
6ZYW_8 7D4K_1 5UW3_2 5GS1_2 5MY7_1 3BQ4_1 3FXA_1 5F7Z_1 3LN4_3 3WQR_1 
1O8N_1 3JZV_1 3RRL_1 7CNE_1 5BXH_1 1K1Y_1 6DNS_1 4HKD_1 5V5X_1 3MZ2_1 
6N9T_2 3HFX_1 3BG0_2 7JQD_2 7CT4_1 3OGA_1 3BZ6_1 3HDM_1 7T28_1 3C7G_1 
7KHT_2 7OPC_27 5XTU_1 3WWL_1 3CDX_1 7VE5_1 1E54_1 2G3F_1 1YVK_1 6ZVB_2 
3PCS_2 2Z2O_1 1K94_1 5LW6_1 6P8P_1 3CU3_1 4DN2_1 6XTV_1 5DS4_2 4IX3_1 
7POH_1 6RUJ_2 3RCP_1 6TY3_1 2JH3_1 4JP0_1 5D3E_2 2NPS_1 5H6T_1 3CA7_1 
4ZJB_1 1S4N_1 3W8I_2 3O27_1 3ORS_1 5TGT_1 5IOO_1 7E36_1 6P2C_3 4Y7D_1 
3GIV_3 1EYE_1 2UYY_1 2Q0S_1 1N52_1 5ERC_1 1OLZ_1 1UMP_1 4EWV_1 1NDU_1 
5OQV_1 4OVY_1 1XZQ_1 5YEI_1 6YXH_1 2ERX_1 2O6C_1 1EP1_1 5KTB_2 1YIX_1 
4HJI_1 1YF9_1 4WU0_1 3WOF_2 5NEN_1 6TWM_1 6JDS_1 4ZIG_2 4BBB_1 4IV6_1 
3BRZ_1 6TFQ_1 3UTM_2 4WTR_1 2WA2_1 2R31_1 4YN5_1 4R9X_1 5CSA_1 1L2L_1 
4E9L_1 6FPZ_1 6CPU_1 4ODQ_2 2HZR_1 2XFX_3 1SDZ_1 7WAX_1 5MTM_1 6YFR_1 
1I3Z_2 6G62_1 6OH7_1 2WC6_1 5XZD_1 3UCX_1 4MNY_2 5UNQ_2 5V5U_1 5K5M_1 
4JQT_1 3OST_1 5ID1_3 3RD4_1 6POJ_1 2AOJ_2 3JCU_4 3RJR_1 5NOP_1 3OB9_1 
7MCC_1 1UF2_3 1JK8_3 7CTQ_1 2VTC_1 6F0W_1 6KC5_1 2XGM_1 2CXY_1 4H0A_1 
3OPW_1 3F6C_1 6ORC_1 3GYW_1 6JKH_1 3NPE_1 5B0Q_1 3HD6_1 5H67_3 4GQ7_1 
1KVE_1 5HUY_2 1HBT_3 3CGU_1 1DBX_1 2NYZ_2 4RKP_1 3G16_1 4UIJ_1 2VR3_1 
5EYF_1 2Q2Q_1 3AJR_1 3ZM7_1 4EJQ_1 2UUU_1 4NF9_2 4NV1_1 6XQ4_3 6HKW_1 
3U66_1 2B6N_1 6FK4_1 3HDJ_1 7D17_1 4C92_7 6TMM_1 1QB3_1 3J1W_1 3WPU_1 
5XTA_1 6BME_1 3CUQ_3 3HL0_1 1EM8_1 1DX4_1 3H7M_1 6SXL_1 2FM9_1 3TZU_1 
4WZ0_1 3HP0_1 4W8Z_1 7VOI_1 5AYC_1 6O63_1 3ETN_1 2PBE_1 1Z2F_1 2NSG_1 
7Z51_1 7QNQ_1 5BSA_3 4L0S_1 6MJP_3 4YTO_1 3GYZ_1 1PS9_1 2VDJ_1 6ZXR_1 
5Y1J_2 1NMP_1 2GMQ_1 4GNI_1 5VF4_1 4XD9_1 1LU4_1 2VI7_1 6UL7_1 6DTM_1 
6C5D_1 7ETS_1 7CHU_1 6WIA_1 4PX1_1 5NCL_3 4WYK_1 1WYY_1 5J46_1 2OCI_1 
4RI1_1 6X9Z_1 4H2J_1 5ZC1_1 3VX4_1 4BWS_2 4LDZ_1 2VSQ_1 2XSG_1 5X1I_1 
4PQZ_1 4TR2_1 1VKN_1 5FO4_1 5DVX_1 5K4L_1 3LW9_1 3W9T_1 3UVJ_2 5JP2_1 
2OSA_1 7KGV_1 4CCZ_1 3CPX_1 1T7F_2 4H9K_1 5W0W_2 7D6F_1 1NFP_1 7D9K_1 
1PUC_1 6Y32_2 2G7U_1 5EPV_1 2OKV_1 5ODO_1 4MU6_1 2VCH_1 5FNN_1 4GXW_1 
3R8W_1 2I8L_1 5IG8_1 6U4A_2 5IQQ_1 2O30_1 4ERZ_2 7B76_1 5OTA_1 4GR6_1 
1IZC_1 6DU3_2 5X8N_2 3HUR_1 7U35_1 4C23_1 4UW8_1 5VMR_2 5TGN_1 5IZW_1 
5JCI_1 1JN5_3 6P5H_1 4XBK_1 1CR5_1 3FCH_1 1W94_1 4YEI_1 2PLX_2 1VWO_2 
3VAQ_1 7DTR_1 5NKZ_2 4A8S_1 6K28_1 5TQS_2 3D3J_1 5AWG_1 1RT8_1 2J59_2 
3QD7_1 6JQR_1 5GQC_1 3FYS_1 6WCU_1 3RZS_1 5L0Y_1 6QKR_1 3RKR_1 1X54_1 
1SZH_1 4JS1_1 7ERX_1 4YDV_1 7B1W_1 2FSU_1 4XNG_1 7K4O_1 4RQ9_1 6IZI_1 
4YSH_1 3O4Z_1 5CMN_2 2X1W_1 3LBF_1 2IIR_1 1NLT_1 1GYE_1 3JQP_1 5Y66_1 
2PKD_1 2XN3_2 3H0L_2 5HZH_1 7CIV_1 5NDY_1 5JZE_1 3D8P_1 5FP3_1 1VCA_1 
6YN0_2 4PGM_1 5C22_1 4HWV_1 2NZ1_1 4Z2R_1 7ROJ_1 4B8L_2 3BZV_2 5BQN_1 
4ONS_2 3NXH_1 2F9Z_1 4AG4_1 3FMS_1 5E44_1 2X98_1 4Y0C_1 2YR1_1 5XBK_1 
7M3P_1 3CNQ_1 3IGZ_1 6NCO_1 6XAT_1 2BKE_1 4S1H_1 4E5P_1 6L6P_1 2JDQ_2 
1XPX_3 6J82_1 4I1S_1 5ZOI_1 4DPT_1 3M1Y_1 2ZSI_2 3LCR_1 5M0Y_1 7W83_1 
2PKG_2 5BP9_1 7EPQ_1 2HT6_1 6I98_1 3N8B_1 3O0K_1 6GKI_1 3WKN_2 3H1C_2 
3GA9_1 5VWK_1 2BIB_1 3CS5_1 4ZDU_2 2AUA_1 2HQV_1 4J2G_1 3ING_1 5LST_1 
4G54_1 5GZS_1 7RG3_2 3HSQ_1 3DA4_1 2IJ9_1 2O0B_1 6KKG_2 4KF5_2 1ZT3_1 
4KLK_1 3WYG_3 2GU0_1 6OJD_1 1K6F_1 4WZ9_1 6XKC_1 2PMS_2 4V0W_2 4TN3_1 
3DVP_2 1EX3_1 5HL6_1 2ODR_3 5WAS_2 1Q1R_1 7DNN_2 5IL6_1 3GKQ_1 6IIW_2 
1P90_1 1O7D_4 5TVK_1 1JQK_1 4MB7_1 6QCG_2 3EJB_2 5V10_1 7E72_3 6VVD_1 
2X7A_1 4EYE_1 4COI_1 3FD4_1 1G8Y_1 6GY4_1 4PIB_1 6EEV_1 3ERW_1 2FN1_1 
3FAJ_1 3M05_1 5AWW_3 1R1M_1 6JWJ_2 6NF7_3 2A30_1 2Q86_1 4NOO_1 2PLC_1 
4BEX_1 2VFK_1 4U4P_2 3POD_1 3OKC_1 6YPI_1 6VX5_1 5WWO_2 3DOM_1 3FQD_1 
5IET_1 5EO4_1 4MG4_1 3URF_2 7F1N_1 5TRO_1 3WP6_1 6CDX_1 5X2N_2 4CEK_1 
4F87_1 5HXL_1 3OTH_1 4Z88_2 7BIE_1 5IQN_2 3II0_1 2G5C_1 7BJG_1 6D0Y_2 
4EO2_1 4PKF_2 7JTA_1 6CSF_3 5C0D_3 2D1C_1 6V09_1 5ITM_1 3MQ1_1 1DM5_1 
5N2E_1 1PC6_1 7MIE_1 5YBE_2 1W0O_1 1RCW_1 2D2M_1 2YGO_1 1U08_1 5NPJ_2 
3ULQ_2 6SYI_2 5K2L_1 6CY8_1 1L2J_1 3I7T_1 2HTI_1 2NN6_4 4HRE_3 7DWC_1 
3I4K_1 4M6E_1 1XVY_1 3P1V_1 2Z6C_1 3RZ2_2 4RJ0_1 3D0F_1 6AD0_3 1D3B_1 
6EG3_1 4AC9_1 5ZJY_2 5D1R_1 2RDN_1 7WEW_1 3KEV_1 3R10_1 3Q2M_1 6FWF_1 
7WDL_1 2BTW_1 2I6Q_1 4OB1_1 3GTX_1 6PCZ_1 3KZD_1 5K0R_1 7DZ9_2 3QR7_1 
6NWO_1 1VQR_1 4Z8W_1 5OT4_1 2FX8_3 5ZWL_2 4XYJ_1 6WC3_1 7DGQ_14 3NM7_1 
5KMY_1 4M0K_1 4JUP_1 4MEE_1 7MRZ_2 3BDB_1 3N7T_1 7V5Y_1 2R4G_1 5DW6_1 
5J5U_1 5NQG_1 5B56_2 2X2U_1 1ON0_1 4XT3_2 4OIC_2 4GHK_1 4KK1_1 6AT9_3 
5YAN_2 7JGR_4 5E0L_2 7O6O_2 1MFN_1 3H96_1 1WWN_1 7AD6_1 3O9P_1 5JXP_1 
6C75_1 1PTO_5 6RI7_3 6FNE_1 4BK0_1 1G85_1 2XKL_1 1GSM_1 2FCK_1 1H1C_1 
3IR5_3 7LQ4_1 5EUT_1 4WV4_2 1C5G_1 3OWV_1 2CKJ_1 5OF9_1 5OL5_1 1SV0_2 
3JZG_1 5LLD_1 5ZMY_1 4EYT_1 3FG8_1 6WN5_1 4L6T_1 5CZX_1 6HIU_1 1RYQ_1 
4MAC_1 3VIN_1 4DJT_1 4PWY_1 3P8C_5 1GME_1 5I6E_1 2QVT_1 6PSM_1 3GON_1 
3SGM_1 1R27_2 4QKW_1 3G05_1 4AIV_1 7CUI_2 6Q9V_1 4XL5_2 6TUK_1 3GB0_1 
2E28_1 5Z0T_1 3LE4_1 7P1N_2 6E3S_2 6JZF_1 6J7O_1 1NEG_1 5HJN_1 7STA_1 
6YY3_3 6TII_1 1S1M_1 6FKI_5 3PXP_1 1HE9_1 6VBO_3 7TQX_3 3SHW_2 4FU0_1 
2QPQ_1 5W5C_6 5F0L_4 2W2E_1 4BZZ_1 5U1T_1 5FT1_2 4OK7_1 5F13_1 4LX4_1 
6SJ0_1 6A8L_1 3A4C_1 6EWN_1 6HNM_1 1FM0_2 6CJ6_1 4W8L_1 6HXR_1 4K0D_1 
1G3P_1 2F4O_2 2PYT_1 2OCF_2 3OYX_1 3SMV_1 5E38_1 4Q0C_1 6QE6_1 3MDU_1 
1ZKG_1 7NH3_1 7NDS_1 6Y1X_1 4RWV_2 3CMN_1 4X4W_1 4XZG_1 2OHV_1 2B4Q_1 
4AB6_1 3OML_1 3IWV_1 4MLF_3 6FJU_1 3CVJ_1 5J3H_1 4D2H_1 4TT1_1 5T1P_1 
6TCT_1 7NC1_1 6XIE_3 1TII_3 3LTF_1 6YJP_2 6H0B_1 3JUI_1 1YBF_1 7A9B_1 
7NVG_12 5BWO_1 6ZN9_1 1EZJ_1 2JEQ_1 2I0O_1 5L3F_3 2CKR_1 3N2M_1 4FBJ_1 
5L7S_1 6IST_2 2YFU_1 6L3Q_1 7P3T_1 6Y0R_1 3TR9_1 4G6Z_1 6U59_1 2OBY_1 
2THI_1 1N0Q_1 6XBO_1 6LNL_1 3HYI_1 1RY9_1 1N6B_1 3WMM_5 8D0B_5 3QLB_1 
4NQR_1 4BIF_1 5HY3_2 4URS_1 7AOO_1 3RGA_1 6K4J_1 2P5X_1 3EZQ_2 5WTB_2 
4GYI_1 6ZC9_2 4DBG_1 5HY0_1 6SKF_14 5WTF_1 4CD6_1 3CZB_1 4CHV_1 4J24_2 
1LM4_1 6EIX_1 3FLV_1 4RMM_1 5ZBO_1 5TSE_1 5K8K_1 5ODJ_1 3B2D_2 7NYQ_1 
4RV0_1 4BXP_1 3IH6_1 7K7J_1 2QOS_2 4NFT_2 6JOW_1 5JFQ_1 5LWE_1 6AI0_1 
6QHY_1 6A4D_1 5FQ1_1 5GN0_2 2JDA_1 6XKG_1 3HJE_1 5J11_3 4H2S_2 1NRJ_2 
4DEV_1 6MW4_1 5IXD_2 2ATR_1 4DMO_1 5K0P_1 1SQL_1 6I3Q_1 2PMY_1 2PUW_1 
4CMN_1 2VWG_1 7C3B_1 2HZT_1 6JX3_2 4IRI_1 4YC7_1 2E30_1 2E3J_1 6EI6_1 
6Y0D_1 3NV0_1 1JPE_1 4YDE_1 5Z1G_2 3FHN_1 6JBH_1 2R7G_2 4HWU_1 2R1F_1 
7M4M_1 4ZU2_1 1IHW_1 6AHR_6 3I7J_1 2Q82_1 2LVM_2 5V1U_2 5OF3_2 1VHO_1 
2C1L_1 3FVV_1 4MSP_1 3CE2_1 1OZ7_1 3ZHE_1 3DIW_2 1ZOS_1 3E1E_1 5DQW_1 
2O0Y_1 5IC1_1 1VH0_1 4GS3_1 3MHX_1 2VAX_1 4CVW_2 2YLE_2 7TPB_1 7VRB_1 
3NKL_1 6EJF_3 6POG_2 5TWA_1 6LYQ_6 3POT_1 5IBW_1 3WNB_1 5HUD_2 2VLD_1 
7D7Q_1 6QZS_2 3MSQ_1 5NDT_2 3KLJ_1 7DMA_1 1PYQ_1 4L1U_2 6CHG_2 2DPW_1 
6OCX_1 5KKP_1 2CC3_1 6NJZ_2 7E0Z_2 5VB9_2 6RQJ_3 3TX8_1 2ZEW_1 5XSI_1 
2O7R_1 4U0A_2 6Z2Q_2 7MEK_1 1JG8_1 5VE8_1 4QRL_1 3HPM_1 5CWD_1 3RU6_1 
6LS1_1 7DRM_1 7RUM_1 2BWN_1 3QII_1 3HC1_1 3BJC_1 5HV7_1 2CWP_1 4RU5_1 
3RC4_2 5B0V_1 5V8E_1 5JB3_33 5JDD_1 7CZM_2 2FKD_1 3RNK_2 7C06_2 5MWE_2 
2VT8_1 3D8D_1 7WFD_12 5KIA_1 3FBU_1 1SHS_1 4QNS_1 6UPB_1 5AFG_2 4NKB_1 
6LTF_1 7LS0_1 4BOS_3 6H1Q_1 6M7Z_1 2P58_2 7AHO_1 3QFM_1 5C2T_1 6RTW_1 
6M81_1 7CFZ_1 1TIA_1 3VE6_2 4BI8_1 6XCS_1 3A25_1 6XFK_2 4TF4_1 2BKI_1 
3T6P_1 5KEL_1 5K8J_2 1RPQ_2 6IMP_1 6FEC_9 4NUF_2 4MJG_1 7CNA_4 6RVU_1 
4W78_1 1CMX_1 5D6D_2 5G6U_1 3GXV_1 2F06_1 5YXB_2 2YX5_1 4F4M_1 5XHB_1 
5DN7_1 3BRJ_1 6VDB_2 5RJI_1 7MYC_1 4GK6_1 2KI5_1 3TRR_1 2I74_1 7YXE_1 
3GCW_3 3NGX_1 5F5V_3 6YW1_2 2W57_1 4YXY_1 6MJB_1 3HRT_1 2Y48_3 2YGG_1 
6LHD_1 7OCL_1 3AFE_1 6Y5N_1 2QOR_1 4PFS_1 4BJQ_1 2ANX_1 4M99_1 4UUR_1 
3K6C_1 3KTD_1 3D24_2 1NI0_1 7QSS_1 3BC9_1 6XLQ_1 2Y44_1 3KXP_1 7VJM_1 
4Z9D_1 4HAC_1 6YIH_3 3K1T_1 7CNS_1 5HZ4_1 2C07_1 7RUT_1 3A4R_1 5W41_2 
3APQ_1 7C1X_1 3E53_1 1XER_1 5AKO_2 3KTY_1 3ZS6_1 4NU7_1 5NAX_2 1BHE_1 
3RYT_1 7QUF_1 4HI4_1 2PG1_3 3LYX_1 3TL8_2 3K85_1 3TNF_2 2GTS_1 6FF0_1 
5C55_1 6TK1_1 7LEW_2 6ZR7_1 6N0W_1 3IG4_1 3KPA_1 3WOE_2 5Y6Q_1 7LUO_1 
7KN8_1 7F3S_1 3DD4_1 3QBE_1 5C6H_2 4X1W_1 6JV9_1 5KZL_1 6ZXU_1 4YX7_3 
3GXK_1 3FIX_1 5UKH_1 5MTW_1 7CG8_1 6S6Y_1 2GVP_1 6IZS_1 5MEA_1 1UUG_2 
6S84_1 6PWY_1 6C4V_1 1DYS_1 3A8Q_1 3FUB_1 2WSF_3 1IUL_1 3QVG_1 5AX7_1 
5WQW_1 2WLB_1 7LQJ_1 2VHI_1 4ZV0_1 4BMK_1 6JLU_24 5FA1_1 4I7B_2 5DLI_1 
5G2N_1 6AGZ_1 3R5T_1 2VH3_2 4MQV_1 4RUN_1 1X2I_1 1KIJ_1 1V71_1 4GUC_1 
3GQ7_1 5CB6_1 4DSS_2 2EB4_1 5UAT_1 1N87_1 7S3L_1 3WV7_1 4HY9_2 3KUZ_1 
3K44_1 3FVQ_1 6BDY_1 1V5I_2 3PHS_1 4OVN_2 4L1M_1 3H8U_1 5A0D_1 7AZP_1 
6WIS_1 5Z9T_1 4Q2W_1 5J37_1 7BTU_1 2OPK_1 3QOU_1 6G5J_1 1E3A_1 1X0M_1 
6I9S_1 3LAE_1 5LNQ_1 3Q41_1 4EHI_1 3TFZ_1 6EY2_1 6GXZ_2 7YZV_1 2OXR_1 
5CQY_1 6PDM_1 4FWV_1 3PH0_2 7ESJ_1 3GMS_1 2EF7_1 5IDM_1 4ZGR_2 7CFU_1 
1O5U_1 6IRL_1 3ICV_1 1F3U_2 6FD2_1 3NUR_1 7DEK_1 6D0J_1 3NFF_2 6WOM_1 
6FSK_1 3QKR_1 3UUL_1 2MUQ_1 6MJE_2 5W52_1 3IGO_1 6HQJ_1 4QLP_2 3A8I_1 
6FHG_1 7BXX_1 7ALL_1 4FZS_1 4AW4_1 7AVM_1 6AK2_1 6NPA_1 1GP5_1 3LOV_1 
3MAL_1 7B2T_1 6HVO_2 3CZP_1 6IZ2_1 3O14_1 6NKL_2 2A1V_1 1XC3_1 4DLO_1 
4LDX_1 5ZQH_1 3H7O_1 4UC0_1 5AYP_1 3P5J_2 4CGU_2 6XY6_2 6I86_1 2HTD_1 
7C1I_1 4NUH_1 6IAN_2 6B0L_3 1QHO_1 1Q08_1 4OR9_1 1HYL_1 5WMM_1 6JQY_1 
3SOK_1 2OLA_1 3PIF_1 6W0L_2 4Q8D_1 2D5L_1 6A7K_1 2III_1 2X3L_1 2YFH_1 
6J17_1 7CU9_1 5UA5_1 2XFL_1 4PP8_2 4F3L_2 5HPN_1 3D9H_1 7LAP_1 2C5S_1 
1WOU_1 5MFD_2 5IX3_1 1SPP_2 6QBT_1 4JO3_3 1U0M_1 5COL_1 3REF_1 1DY2_1 
4C1A_1 5DXL_1 4DMU_1 6N8E_1 1H10_1 2P28_1 3RKO_4 3K3S_1 7BOW_1 5UHM_1 
2AW2_1 2VAK_1 1XX6_1 6M3B_2 1WQF_1 6HC1_1 1W18_1 3FHW_1 5Z6D_1 2C9K_1 
2O8Q_1 7D34_1 6N9J_1 4V3K_3 2XVX_1 3STZ_3 1HTH_1 3L24_1 4NI6_1 4RYL_1 
3C6H_1 3A72_1 5NSS_3 1VJ7_1 3WEB_1 5JWE_3 6A6C_1 6J39_1 5V8K_1 7LR8_1 
6MBW_1 1MZH_1 4B44_1 7O4B_1 5FV3_1 7BU2_1 4NAD_1 3M2P_1 2QEB_1 4GBA_1 
5EFA_1 3GT7_1 3CVF_1 5XB6_1 2FVG_1 5M48_1 1UDE_1 6H4D_1 2ETH_1 4XRU_3 
3LRT_1 3HG7_1 6B2W_1 7NCW_1 4RPM_1 5UGZ_1 5OQR_1 2KXC_1 4PXJ_1 7AR7_20 
